published_doi,biorxiv_doi,published_doi,preprint_title,preprint_category,preprint_date,published_date,published_citation_count,days_to_publish,pub_prefix,pub_name,journal
10.1016/j.jad.2019.11.049,10.1101/652776,10.1016/j.jad.2019.11.049,Impaired Social Learning Predicts Reduced Real-life Motivation in Individuals with Depression: A Computational fMRI Study,neuroscience,2019-05-30,2019-11-11,0,165.0,10.1016,Elsevier,Journal of Affective Disorders
10.1016/j.clinph.2019.10.015,10.1101/788307,10.1016/j.clinph.2019.10.015,Mapping short-latency cortical responses to electrical stimulation of thalamic motor nuclei by increasing sampling rate - a technical report,neuroscience,2019-10-01,2019-11-11,0,41.0,10.1016,Elsevier,Clinical Neurophysiology
10.1093/cercor/bhz218,10.1101/523340,10.1093/cercor/bhz218,Learning in visual regions as support for the bias in future value-driven choice,neuroscience,2019-01-21,2019-08-27,0,218.0,10.1093,Oxford University Press,Cerebral Cortex
10.1093/cercor/bhz209,10.1101/624973,10.1093/cercor/bhz209,Cortical Foxp2 supports behavioral flexibility and developmental dopamine D1 receptor expression,neuroscience,2019-05-02,2019-08-19,0,109.0,10.1093,Oxford University Press,Cerebral Cortex
10.1093/cercor/bhz225,10.1101/277996,10.1093/cercor/bhz225,Genetic and environmental influence on the human functional connectome,neuroscience,2018-03-07,2019-09-12,0,554.0,10.1093,Oxford University Press,Cerebral Cortex
10.1016/j.neuroimage.2019.116347,10.1101/734111,10.1016/j.neuroimage.2019.116347,Dynamic synergetic configurations of resting-state networks in ADHD.,neuroscience,2019-08-13,2019-11-09,0,88.0,10.1016,Elsevier,NeuroImage
10.1111/adb.12837,10.1101/655936,10.1111/adb.12837,Cocaine experience abolishes the motivation suppressing effect of CRF in the ventral midbrain,neuroscience,2019-05-31,2019-11-12,0,165.0,10.1111,10.1111,Addiction Biology
10.1111/adb.12841,10.1101/564781,10.1111/adb.12841,Cue-induced effects on decision-making distinguish subjects with gambling disorder from healthy controls,neuroscience,2019-03-01,2019-11-12,0,256.0,10.1111,10.1111,Addiction Biology
10.7554/elife.49190,10.1101/673533,10.7554/eLife.49190,Calretinin positive neurons form an excitatory amplifier network in the spinal cord dorsal horn,neuroscience,2019-06-18,2019-11-12,0,147.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1016/j.jneumeth.2019.108443,10.1101/629014,10.1016/j.jneumeth.2019.108443,A general spectral decomposition of causal influences applied to integrated information,neuroscience,2019-05-07,2019-11-12,0,189.0,10.1016,Elsevier,Journal of Neuroscience Methods
10.1016/j.neuron.2019.09.039,10.1101/583955,10.1016/j.neuron.2019.09.039,A distinct class of bursting neurons with strong gamma synchronization and stimulus selectivity in monkey V1,neuroscience,2019-03-21,2019-11-12,0,236.0,10.1016,Elsevier,Neuron
10.1016/j.neuroimage.2019.116344,10.1101/656819,10.1016/j.neuroimage.2019.116344,Coordination of multiple joints increases bilateral connectivity with ipsilateral sensorimotor cortices,neuroscience,2019-05-31,2019-11-12,0,165.0,10.1016,Elsevier,NeuroImage
10.1172/jci130988,10.1101/648477,10.1172/JCI130988,Neuronal hyperexcitability drives TDP43 pathology by upregulating shortened TDP43 protein isoforms,neuroscience,2019-05-24,2019-11-12,0,172.0,10.1172,American Society for Clinical Investigation,Journal of Clinical Investigation
10.1016/j.nbd.2019.104674,10.1101/819128,10.1016/j.nbd.2019.104674,Fibrotic scar after experimental autoimmune encephalomyelitis inhibits oligodendrocyte differentiation,neuroscience,2019-10-25,2019-11-12,0,18.0,10.1016,Elsevier,Neurobiology of Disease
10.1371/journal.pone.0224547,10.1101/285064,10.1371/journal.pone.0224547,Cluster Tendency Assessment in Neuronal Spike Data,neuroscience,2018-04-19,2019-11-12,0,572.0,10.1371,Public Library of Science,PLOS ONE
10.7554/elife.47889,10.1101/519694,10.7554/eLife.47889,Transcriptomic evidence for dense peptidergic neuromodulation networks in mouse cortex,neuroscience,2019-01-13,2019-11-11,0,302.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1016/j.ijpsycho.2019.11.002,10.1101/598466,10.1016/j.ijpsycho.2019.11.002,Behavioural and neural interactions between objective and subjective performance in a Matching Pennies game,neuroscience,2019-04-05,2019-11-13,0,222.0,10.1016,Elsevier,International Journal of Psychophysiology
10.3389/fnsys.2019.00059,10.1101/575043,10.3389/fnsys.2019.00059,COALIA: a computational model of human EEG for consciousness research,neuroscience,2019-03-12,2019-11-13,0,246.0,10.3389,Frontiers Media SA,Frontiers in Systems Neuroscience
10.1038/s41598-019-53144-y,10.1101/667659,10.1038/s41598-019-53144-y,Temporal stability of fMRI in medetomidine-anesthetized rats,neuroscience,2019-06-13,2019-11-13,0,153.0,10.1038,Nature Publishing Group,Scientific Reports
10.7554/elife.50566,10.1101/726083,10.7554/eLife.50566,Reliability of an interneuron response depends on an integrated sensory state,neuroscience,2019-08-05,2019-11-13,0,100.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1152/jn.00080.2019,10.1101/528752,10.1152/jn.00080.2019,Environmental Consistency Modulation of Error Sensitivity During Motor Adaptation is Explicitly Controlled,neuroscience,2019-01-23,2019-11-13,0,294.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1152/jn.00506.2019,10.1101/084152,10.1152/jn.00506.2019,Conditioning by Subthreshold Synaptic Input Changes the Characteristic Firing Pattern of CA3 Hippocampal Neurons,neuroscience,2017-03-26,2019-11-13,0,962.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1073/pnas.1906729116,10.1101/611681,10.1073/pnas.1906729116,Hippocampal theta codes for distances in semantic and temporal spaces,neuroscience,2019-04-18,2019-11-14,0,210.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.1016/j.neuroimage.2019.116351,10.1101/795773,10.1016/j.neuroimage.2019.116351,Electroencephalographic evidence for the involvement of mirror neuron and error monitoring related processes in virtual body ownership,neuroscience,2019-10-07,2019-11-13,0,37.0,10.1016,Elsevier,NeuroImage
10.1002/cne.24807,10.1101/554733,10.1002/cne.24807,Systematic spatio-temporal mapping reveals divergent cell death pathways in three mouse models of hereditary retinal degeneration,neuroscience,2019-02-19,2019-11-11,0,265.0,10.1002,Wiley Blackwell (John Wiley & Sons),Journal of Comparative Neurology
10.1016/j.dcn.2019.100732,10.1101/622860,10.1016/j.dcn.2019.100732,Distentangling the systems contributing to changes in learning during adolescence,neuroscience,2019-04-30,2019-11-14,0,198.0,10.1016,Elsevier,Developmental Cognitive Neuroscience
10.1038/s41467-019-13135-z,10.1101/720433,10.1038/s41467-019-13135-z,A neural network for information seeking,neuroscience,2019-08-01,2019-11-14,0,105.0,10.1038,Nature Publishing Group,Nature Communications
10.1038/s41598-019-53028-1,10.1101/774026,10.1038/s41598-019-53028-1,Free Energy Principle in Human Postural Control System: Skin Stretch Feedback Reduces the Entropy,neuroscience,2019-09-19,2019-11-14,0,56.0,10.1038,Nature Publishing Group,Scientific Reports
10.1038/s41598-019-53330-y,10.1101/665877,10.1038/s41598-019-53330-y,Heading choices of flying Drosophila under changing angles of polarized light,neuroscience,2019-06-09,2019-11-14,0,158.0,10.1038,Nature Publishing Group,Scientific Reports
10.1038/s41598-019-53353-5,10.1101/578393,10.1038/s41598-019-53353-5,‘Normal’ hearing thresholds and fundamental auditory grouping processes predict difficulties with speech-in-noise perception,neuroscience,2019-03-16,2019-11-14,0,243.0,10.1038,Nature Publishing Group,Scientific Reports
10.1002/aur.2232,10.1101/621250,10.1002/aur.2232,Psychotic symptoms in 16p11.2 copy number variant carriers,neuroscience,2019-05-05,2019-11-14,0,193.0,10.1002,Wiley Blackwell (John Wiley & Sons),Autism Research
10.7554/elife.49257,10.1101/682815,10.7554/eLife.49257,Nitric oxide acts as a cotransmitter in a subset of dopaminergic neurons to diversify memory dynamics,neuroscience,2019-06-26,2019-11-14,0,141.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1186/s40478-019-0810-7,10.1101/723981,10.1186/s40478-019-0810-7,Increased soluble amyloid-beta causes early aberrant brain network hypersynchronisation in a mature-onset mouse model of amyloidosis,neuroscience,2019-08-03,2019-11-14,0,103.0,10.1186,Springer (Biomed Central Ltd.),Acta Neuropathologica Communications
10.1016/j.jtbi.2019.110082,10.1101/818609,10.1016/j.jtbi.2019.110082,Neural representation of bat predation risk and evasive flight in moths: a modelling approach,neuroscience,2019-10-25,2019-11-14,0,20.0,10.1016,Elsevier,Journal of Theoretical Biology
10.1371/journal.pone.0223549,10.1101/782367,10.1371/journal.pone.0223549,Quantifying normal and parkinsonian gait features from home movies: Practical application of a deep learning-based 2D pose estimator,neuroscience,2019-09-25,2019-11-14,0,50.0,10.1371,Public Library of Science,PLOS ONE
10.1371/journal.pone.0225206,10.1101/538421,10.1371/journal.pone.0225206,"Delivering genes across the blood-brain barrier: LY6A, a novel cellular receptor for AAV-PHP.B capsids",neuroscience,2019-02-01,2019-11-14,0,286.0,10.1371,Public Library of Science,PLOS ONE
10.1371/journal.pcbi.1007476,10.1101/131946,10.1371/journal.pcbi.1007476,Optimal Sensory Coding By Populations Of ON And OFF Neurons,neuroscience,2017-04-28,2019-11-14,0,930.0,10.1371,Public Library of Science,PLOS Computational Biology
10.1016/j.neuroimage.2019.116350,10.1101/703603,10.1016/j.neuroimage.2019.116350,Reliability-Based Voxel Selection,neuroscience,2019-07-16,2019-11-14,0,121.0,10.1016,Elsevier,NeuroImage
10.1007/s00221-019-05687-9,10.1101/668046,10.1007/s00221-019-05687-9,Effects of arm weight support on neuromuscular activation during reaching in chronic stroke patients,neuroscience,2019-06-13,2019-11-14,0,154.0,10.1007,Springer-Verlag,Experimental Brain Research
10.3389/fncir.2019.00071,10.1101/752824,10.3389/fncir.2019.00071,Differential Striatal Axonal Arborizations of the Intratelencephalic and Pyramidal-Tract Neurons: Analysis of the Data in the MouseLight Database,neuroscience,2019-09-03,2019-11-15,0,73.0,10.3389,Frontiers Media SA,Frontiers in Neural Circuits
10.1093/nar/gkz968,10.1101/602847,10.1093/nar/gkz968,FIN-Seq: Transcriptional profiling of specific cell types in frozen archived tissue from the human central nervous system,neuroscience,2019-04-08,2019-11-12,0,218.0,10.1093,Oxford University Press,Nucleic Acids Research
10.1111/ejn.14620,10.1101/601575,10.1111/ejn.14620,CNTNAP2 is targeted to endosomes by the polarity protein Par3,neuroscience,2019-04-06,2019-11-15,0,223.0,10.1111,10.1111,European Journal of Neuroscience
10.3389/fnins.2019.01164,10.1101/616490,10.3389/fnins.2019.01164,Re-weighting of Sound Localization Cues by Audiovisual Training,neuroscience,2019-04-23,2019-11-15,0,206.0,10.3389,Frontiers Media SA,Frontiers in Neuroscience
10.1016/j.nlm.2019.107116,10.1101/696112,10.1016/j.nlm.2019.107116,Threat imminence dictates the role of the bed nucleus of the stria terminalis in contextual fear,neuroscience,2019-07-08,2019-11-15,0,130.0,10.1016,Elsevier,Neurobiology of Learning and Memory
10.1016/j.nbd.2019.104678,10.1101/683342,10.1016/j.nbd.2019.104678,Mitochondrial impairment activates the Wallerian pathway through depletion of NMNAT2 leading to SARM1-dependent axon degeneration,neuroscience,2019-06-27,2019-11-15,0,141.0,10.1016,Elsevier,Neurobiology of Disease
10.7554/elife.29384,10.1101/141069,10.7554/eLife.29384,Revealing The Distribution Of Transmembrane Currents Along The Dendritic Tree Of A Neuron With Known Morphology From Extracellular Recordings,neuroscience,2017-05-23,2019-11-17,0,908.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1073/pnas.1909210116,10.1101/633776,10.1073/pnas.1909210116,"Swim exercise in C. elegans extends neuromuscular and intestinal healthspan, enhances learning ability, and protects against neurodegeneration",neuroscience,2019-05-09,2019-11-04,0,179.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.1038/s41586-019-1716-z,10.1101/292961,10.1038/s41586-019-1716-z,The organization of intracortical connections by layer and cell class in the mouse brain,neuroscience,2018-04-01,2019-10-30,0,577.0,10.1038,Nature Publishing Group,Nature
10.1002/hbm.24691,10.1101/511964,10.1002/hbm.24691,Towards an optimised processing pipeline for diffusion MRI data: Effects of artefact corrections on diffusion metrics and their age associations in UK Biobank,neuroscience,2019-01-04,2019-06-07,0,154.0,10.1002,Wiley Blackwell (John Wiley & Sons),Human Brain Mapping
10.1016/j.neuron.2019.06.027,10.1101/370999,10.1016/j.neuron.2019.06.027,Bcl6 promotes neurogenic conversion through transcriptional repression of multiple self-renewal-promoting extrinsic pathways.,neuroscience,2018-07-18,2019-09-25,0,434.0,10.1016,Elsevier,Neuron
10.1016/j.plrev.2019.10.002,10.1101/087353,10.1016/j.plrev.2019.10.002,A first-principle for the nervous system,neuroscience,2016-11-12,2019-10-21,0,1073.0,10.1016,Elsevier,Physics of Life Reviews
10.1016/j.biopsych.2019.10.011,10.1101/609586,10.1016/j.biopsych.2019.10.011,Predicting cognitive and mental health traits and their polygenic architecture using large-scale brain connectomics,neuroscience,2019-04-16,2019-10-29,0,196.0,10.1016,Elsevier,Biological Psychiatry
10.1523/jneurosci.3176-18.2019,10.1101/358903,10.1523/JNEUROSCI.3176-18.2019,Seizures start as silent microseizures by neuronal ensembles,neuroscience,2018-06-29,2019-10-23,0,481.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1002/hipo.23095,10.1101/153585,10.1002/hipo.23095,Analysis of hippocampal transcriptomic responses to technical and biological perturbations,neuroscience,2017-06-22,2019-05-14,0,691.0,10.1002,Wiley Blackwell (John Wiley & Sons),Hippocampus
10.1038/s41598-019-52300-8,10.1101/531392,10.1038/s41598-019-52300-8,Computational geometric tools for modeling inherent variability in animal behavior,neuroscience,2019-01-26,2019-11-12,0,290.0,10.1038,Nature Publishing Group,Scientific Reports
10.3389/fnhum.2019.00373,10.1101/664854,10.3389/fnhum.2019.00373,The observation of explicit and implicit visuomotor cues can drive predictive motor control,neuroscience,2019-06-10,2019-10-22,0,134.0,10.3389,Frontiers Media SA,Frontiers in Human Neuroscience
10.1002/mrm.27851,10.1101/550509,10.1002/mrm.27851,Robust 3D Bloch-Siegert based B1+ mapping using Multi-Echo General Linear Modelling,neuroscience,2019-02-15,2019-07-18,0,153.0,10.1002,Wiley Blackwell (John Wiley & Sons),Magnetic Resonance in Medicine
10.18632/aging.102471,10.1101/348300,10.18632/aging.102471,Genome-wide identification of functional tRNA-derived fragments in Senescence-accelerated mouse prone 8 brain,neuroscience,2018-06-15,2019-11-20,0,523.0,10.18632,10.18632,Aging
10.1038/s41586-019-1787-x,10.1101/474437,10.1038/s41586-019-1787-x,Distributed correlates of visually-guided behavior across the mouse brain,neuroscience,2018-11-20,2019-11-27,0,372.0,10.1038,Nature Publishing Group,Nature
10.1152/jn.00595.2019,10.1101/619619,10.1152/jn.00595.2019,Pupil-associated states modulate excitability but not stimulus selectivity in primary auditory cortex,neuroscience,2019-04-26,2019-11-13,0,201.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.7554/elife.40843,10.1101/370130,10.7554/eLife.40843,A different state of mind: neural activity related to volitionally up- versus downregulating cortical excitability,neuroscience,2018-07-19,2019-11-29,0,498.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1161/strokeaha.119.026170,10.1101/621888,10.1161/STROKEAHA.119.026170,Automated quantification of small vessel disease brain changes on MRI predicts cognitive and functional decline,neuroscience,2019-04-29,2019-11-08,0,193.0,10.1161,10.1161,Stroke
10.1002/hbm.24875,10.1101/613885,10.1002/hbm.24875,Cortical sensitivity to natural scene structure,neuroscience,2019-04-18,2019-11-23,0,219.0,10.1002,Wiley Blackwell (John Wiley & Sons),Human Brain Mapping
10.1007/s00213-019-05400-2,10.1101/833293,10.1007/s00213-019-05400-2,Nicotine e-cigarette vapor inhalation effects on nicotine & cotinine plasma levels and somatic withdrawal signs in adult male Wistar rats,neuroscience,2019-11-07,2019-11-23,0,16.0,10.1007,Springer-Verlag,Psychopharmacology
10.1111/jne.12812,10.1101/773119,10.1111/jne.12812,Nucleus accumbens volume is related to obesity measures in an age-dependent fashion,neuroscience,2019-09-25,2019-11-23,0,59.0,10.1111,10.1111,Journal of Neuroendocrinology
10.1177/0271678x19890830,10.1101/474916,10.1177/0271678X19890830,Neurovascular coupling preserved in a chronic mouse model of Alzheimers disease: Methodology is critical.,neuroscience,2018-11-22,2019-11-23,0,366.0,10.1177,Sage Publications,Journal of Cerebral Blood Flow & Metabolism
10.1093/cercor/bhz263,10.1101/547125,10.1093/cercor/bhz263,Theta and Gamma Bands Encode Acoustic Dynamics over Wide-ranging Timescales,neuroscience,2019-02-12,2019-10-09,0,239.0,10.1093,Oxford University Press,Cerebral Cortex
10.1038/s41598-019-53662-9,10.1101/720862,10.1038/s41598-019-53662-9,"Phenomenological models of NaV1.5. A side by side, procedural, hands-on comparison between Hodgkin-Huxley and kinetic formalisms.",neuroscience,2019-07-31,2019-11-25,0,117.0,10.1038,Nature Publishing Group,Scientific Reports
10.1111/psyp.13507,10.1101/556100,10.1111/psyp.13507,Head MagnetoMyography (hMMG): a novel approach to monitor face and whole-head muscular activity,neuroscience,2019-02-21,2019-11-25,0,277.0,10.1111,10.1111,Psychophysiology
10.1371/journal.pone.0224243,10.1101/593046,10.1371/journal.pone.0224243,"MARGO (Massively Automated Real-time GUI for Object-tracking), a platform for high-throughput ethology",neuroscience,2019-03-30,2019-11-25,0,240.0,10.1371,Public Library of Science,PLOS ONE
10.1162/jocn_a_01507,10.1101/670489,10.1162/jocn_a_01507,Familiarity increases processing speed in the visual system,neuroscience,2019-06-13,2019-11-26,0,166.0,10.1162,10.1162,Journal of Cognitive Neuroscience
10.1016/j.neuroimage.2019.116361,10.1101/409631,10.1016/j.neuroimage.2019.116361,Automated EEG mega-analysis I: Spectral and amplitude characteristics across studies,neuroscience,2018-09-06,2019-11-23,0,443.0,10.1016,Elsevier,NeuroImage
10.3389/fnmol.2019.00284,10.1101/743567,10.3389/fnmol.2019.00284,Transcriptional profiling of non-injured nociceptors after spinal cord injury reveals diverse molecular changes,neuroscience,2019-08-22,2019-11-26,0,96.0,10.3389,Frontiers Media SA,Frontiers in Molecular Neuroscience
10.1038/s41467-019-13029-0,10.1101/566588,10.1038/s41467-019-13029-0,Contribution of Apical and Basal Dendrites of L2/3 Pyramidal Neurons to Orientation Encoding in Mouse V1,neuroscience,2019-03-03,2019-11-26,0,268.0,10.1038,Nature Publishing Group,Nature Communications
10.3389/fnana.2019.00093,10.1101/759936,10.3389/fnana.2019.00093,Adeno-Associated Virus Technologies and Methods for Targeted Neuronal Manipulation,neuroscience,2019-09-12,2019-11-26,0,75.0,10.3389,Frontiers Media SA,Frontiers in Neuroanatomy
10.1016/j.nbd.2019.104697,10.1101/690818,10.1016/j.nbd.2019.104697,"Druggable genome screen identifies new regulators of the abundance and toxicity of ATXN3, the Spinocerebellar Ataxia Type 3 disease protein",neuroscience,2019-07-02,2019-11-26,0,147.0,10.1016,Elsevier,Neurobiology of Disease
10.1016/j.celrep.2019.10.072,10.1101/514554,10.1016/j.celrep.2019.10.072,"Network-targeted, multi-site direct cortical stimulation enhances working memory by modulating phase lag of low frequency oscillations",neuroscience,2019-01-11,2019-11-26,0,319.0,10.1016,Elsevier,Cell Reports
10.1523/jneurosci.1904-19.2019,10.1101/601161,10.1523/JNEUROSCI.1904-19.2019,Predicting the partition of behavioral variability in speed perception with naturalistic stimuli,neuroscience,2019-04-07,2019-11-26,0,233.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1016/j.optom.2019.10.001,10.1101/496752,10.1016/j.optom.2019.10.001,Reading eye movements in traumatic brain injury,neuroscience,2018-12-14,2019-11-26,0,347.0,10.1016,Elsevier,Journal of Optometry
10.1016/j.compmedimag.2019.101685,10.1101/334292,10.1016/j.compmedimag.2019.101685,Limited One-time Sampling Irregularity Age Map (LOTS-IAM): Automatic Unsupervised Detection of Brain White Matter Abnormalities in Structural Magnetic Resonance Images,neuroscience,2018-05-31,2019-11-27,0,545.0,10.1016,Elsevier,Computerized Medical Imaging and Graphics
10.1016/j.beproc.2019.103986,10.1101/649954,10.1016/j.beproc.2019.103986,Rats can learn a temporal task in a single session,neuroscience,2019-05-24,2019-11-27,0,187.0,10.1016,Elsevier,Behavioural Processes
10.1007/s11357-019-00130-x,10.1101/673574,10.1007/s11357-019-00130-x,Older adults demonstrate interlimb transfer of reactive gait adaptations to repeated unexpected gait perturbations,neuroscience,2019-06-19,2019-11-27,0,161.0,10.1007,Springer-Verlag,GeroScience
10.7554/elife.48526,10.1101/655266,10.7554/eLife.48526,The role of premature evidence accumulation in making difficult perceptual decisions under temporal uncertainty,neuroscience,2019-05-31,2019-11-27,0,180.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1016/j.neuron.2019.10.020,10.1101/661165,10.1016/j.neuron.2019.10.020,Discovering precise temporal patterns in large-scale neural recordings through robust and interpretable time warping,neuroscience,2019-06-06,2019-11-27,0,174.0,10.1016,Elsevier,Neuron
10.1016/j.cub.2019.10.042,10.1101/753624,10.1016/j.cub.2019.10.042,Serotonergic modulation of walking in  Drosophila,neuroscience,2019-09-05,2019-11-27,0,83.0,10.1016,Elsevier,Current Biology
10.1167/19.13.21,10.1101/584789,10.1167/19.13.21,The role of feature-based attention in visual serial dependence,neuroscience,2019-03-21,2019-11-26,0,250.0,10.1167,Association for Research in Vision and Opthalmology,Journal of Vision
10.1167/19.13.22,10.1101/707851,10.1167/19.13.22,Performance of Complex Visual Tasks using Simulated Prosthetic Vision via Augmented-Reality Glasses,neuroscience,2019-07-22,2019-11-26,0,127.0,10.1167,Association for Research in Vision and Opthalmology,Journal of Vision
10.1371/journal.pone.0217729,10.1101/644237,10.1371/journal.pone.0217729,Left parietal tACS at alpha frequency induces a shift of visuospatial attention,neuroscience,2019-05-20,2019-11-27,0,191.0,10.1371,Public Library of Science,PLOS ONE
10.1523/eneuro.0308-19.2019,10.1101/724864,10.1523/ENEURO.0308-19.2019,Eye movements during visuomotor adaptation represent only part of the explicit learning,neuroscience,2019-08-05,2019-11-27,0,114.0,10.1523,Society for Neuroscience,eneuro
10.1016/j.neuropsychologia.2019.107284,10.1101/822676,10.1016/j.neuropsychologia.2019.107284,Shared neural resources of rhythm and syntax: An ALE Meta-Analysis,neuroscience,2019-10-29,2019-11-26,0,28.0,10.1016,Elsevier,Neuropsychologia
10.1177/2331216519887815,10.1101/579540,10.1177/2331216519887815,Pupillometry as an objective measure of sustained attention in young and older listeners,neuroscience,2019-03-16,2019-11-28,0,257.0,10.1177,Sage Publications,Trends in Hearing
10.1016/j.neuroimage.2019.116386,10.1101/567768,10.1016/j.neuroimage.2019.116386,Multiple constrained minimum variance beamformer (MCMV) performance in connectivity analyses,neuroscience,2019-03-05,2019-11-28,0,268.0,10.1016,Elsevier,NeuroImage
10.1038/s41467-019-13472-z,10.1101/425462,10.1038/s41467-019-13472-z,Human confidence judgments reflect reliability-based hierarchical integration of contextual information,neuroscience,2018-09-24,2019-11-28,0,430.0,10.1038,Nature Publishing Group,Nature Communications
10.1002/hbm.24878,10.1101/686154,10.1002/hbm.24878,Microstructural Abnormalities of Substantia Nigra in Parkinson’s disease: A Neuromelanin Sensitive MRI Atlas Based Study,neuroscience,2019-06-28,2019-11-28,0,153.0,10.1002,Wiley Blackwell (John Wiley & Sons),Human Brain Mapping
10.1038/s41593-019-0531-z,10.1101/321182,10.1038/s41593-019-0531-z,Dynamics of social representation in the mouse prefrontal cortex,neuroscience,2018-05-14,2019-11-25,0,560.0,10.1038,Nature Publishing Group,Nature Neuroscience
10.1038/s41593-019-0533-x,10.1101/691196,10.1038/s41593-019-0533-x,Unsupervised identification of the internal states that shape natural behavior,neuroscience,2019-07-03,2019-11-25,0,145.0,10.1038,Nature Publishing Group,Nature Neuroscience
10.1016/j.ynstr.2019.100199,10.1101/706887,10.1016/j.ynstr.2019.100199,Ovarian hormone status dictates the neuroinflammatory and behavioural consequences of sub-chronic stress exposure in middle-aged female mice,neuroscience,2019-07-18,2019-11-20,0,125.0,10.1016,Elsevier,Neurobiology of Stress
10.1038/s41598-019-52611-w,10.1101/212084,10.1038/s41598-019-52611-w,Firing pattern classification and phenotyping in a knowledge base of hippocampal neuron types,neuroscience,2017-10-31,2019-11-29,0,759.0,10.1038,Nature Publishing Group,Scientific Reports
10.7554/elife.49562,10.1101/633107,10.7554/eLife.49562,Alpha/beta power decreases track the fidelity of stimulus-specific information,neuroscience,2019-05-09,2019-11-29,0,204.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.7554/elife.51184,10.1101/775718,10.7554/eLife.51184,Causal links between parietal alpha activity and spatial auditory attention,neuroscience,2019-09-19,2019-11-29,0,71.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1016/j.neuroimage.2019.116408,10.1101/729723,10.1016/j.neuroimage.2019.116408,Evidence that alpha blocking is due to increases in system-level oscillatory damping not neuronal population desynchronisation,neuroscience,2019-08-08,2019-11-30,0,114.0,10.1016,Elsevier,NeuroImage
10.1038/s41539-019-0059-8,10.1101/526574,10.1038/s41539-019-0059-8,Brain activity links performance in science reasoning with conceptual approach,neuroscience,2019-01-23,2019-12-02,0,313.0,10.1038,Nature Publishing Group,npj Science of Learning
10.1038/s41598-019-54607-y,10.1101/370833,10.1038/s41598-019-54607-y,Information transmission in a constitutively active GABAergic synapse,neuroscience,2018-07-17,2019-12-02,0,503.0,10.1038,Nature Publishing Group,Scientific Reports
10.1016/j.neuroimage.2019.116404,10.1101/659854,10.1016/j.neuroimage.2019.116404,Human subsystems of medial temporal lobes extend locally to amygdala nuclei and globally to an allostatic-interoceptive system,neuroscience,2019-06-08,2019-11-26,0,171.0,10.1016,Elsevier,NeuroImage
10.1016/j.schres.2019.11.005,10.1101/668400,10.1016/j.schres.2019.11.005,Neurophysiological Substrates of Configural Face Perception in Schizotypy,neuroscience,2019-06-12,2019-12-02,0,173.0,10.1016,Elsevier,Schizophrenia Research
10.1016/j.neuroimage.2019.116383,10.1101/658096,10.1016/j.neuroimage.2019.116383,Biased competition in semantic representation during natural visual search,neuroscience,2019-06-03,2019-11-27,0,177.0,10.1016,Elsevier,NeuroImage
10.1038/s41398-019-0663-7,10.1101/647925,10.1038/s41398-019-0663-7,Individual Prediction of Psychotherapy Outcome in Posttraumatic Stress Disorder using Neuroimaging Data,neuroscience,2019-05-23,2019-12-02,0,193.0,10.1038,Nature Publishing Group,Translational Psychiatry
10.1007/s42113-019-00068-5,10.1101/439893,10.1007/s42113-019-00068-5,Measures of neural similarity,neuroscience,2018-10-12,2019-12-02,0,416.0,10.1007,Springer-Verlag,Computational Brain & Behavior
10.1371/journal.pcbi.1006964,10.1101/582783,10.1371/journal.pcbi.1006964,Autistic traits lower the flexibility of information sampling: insights from a two-stage decision model,neuroscience,2019-03-20,2019-12-02,0,257.0,10.1371,Public Library of Science,PLOS Computational Biology
10.1111/psyp.13509,10.1101/702498,10.1111/psyp.13509,Impaired early visual categorization of fear in social anxiety,neuroscience,2019-07-16,2019-12-02,0,139.0,10.1111,10.1111,Psychophysiology
10.1523/eneuro.0359-18.2019,10.1101/302125,10.1523/ENEURO.0359-18.2019,Timing Determines Tuning: a Rapid Spatiotemporal Transformation in Superior Colliculus Neurons During Reactive Gaze Shifts.,neuroscience,2018-04-16,2019-12-02,0,595.0,10.1523,Society for Neuroscience,eneuro
10.1523/jneurosci.1802-19.2019,10.1101/719286,10.1523/JNEUROSCI.1802-19.2019,Serotonergic plasticity in the dorsal raphe nucleus characterizes susceptibility and resilience to anhedonia,neuroscience,2019-07-30,2019-12-02,0,125.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1523/jneurosci.1427-19.2019,10.1101/670091,10.1523/JNEUROSCI.1427-19.2019,Stimulation augments spike sequence replay and memory consolidation during slow-wave sleep,neuroscience,2019-06-13,2019-12-02,0,172.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
